id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine
4766,4.15,12,14910.4,1619.51,7779.15,116.45,116.45,648.49,288,609.61,1.71,1,9.19,1.02,18.39,0.36,0.97,0.98
4767,5.16,15,22047.66,1926.43,8354.75,178.41,178.41,711.95,288,638.81,2.08,1,11.11,1.03,25.78,0.51,0.97,0.98
4768,6.15,18,30137.23,2303.3,8808.9,251.24,251.24,774.5,288,666.85,2.52,1,13.33,1.03,34.8,0.69,0.97,0.98
4769,7.18,21,39924.88,2691.04,9084.33,338.82,338.82,846.92,288,698.47,3.02,1,15.79,1.04,46.6,0.92,0.97,0.98
4770,8.22,24,54251.33,3108.67,9399.8,471.78,471.78,948.54,288,735.47,3.69,1,18.93,1.04,65.08,1.29,0.97,0.98
4771,6.21,18,41750.03,2655.35,8570.66,362.95,362.95,840.61,288,688.81,3.08,1,15.79,1.04,59.03,1.05,0.97,0.98
4772,4.18,12,25709.54,2082.35,7735.26,225.84,225.84,698.36,288,630.61,2.28,1,11.78,1.03,41.22,0.69,0.97,0.98
4773,2.12,6,4245.86,1357.79,6845.05,30.92,30.92,533.02,288,564.36,1.24,1,6.71,1.02,15.35,0.18,0.97,0.98
4774,3.13,9,8657.62,1434.24,7220.7,66.92,66.92,578.11,288,582.92,1.42,1,7.64,1.02,12.36,0.24,0.97,0.98
4775,4.15,12,14910.49,1619.51,7780.96,116.46,116.46,647.61,288,609.44,1.71,1,9.19,1.02,18.35,0.36,0.97,0.98
4776,5.16,15,22047.86,1926.43,8356.05,178.42,178.42,710.97,288,638.62,2.08,1,11.1,1.03,25.72,0.51,0.97,0.98
4777,6.15,18,30137.24,2303.3,8809.71,251.26,251.26,773.47,288,666.66,2.52,1,13.31,1.03,34.73,0.69,0.97,0.98
4778,7.18,21,39924.87,2691.03,9084.98,338.83,338.83,845.86,288,698.29,3.02,1,15.77,1.04,46.51,0.92,0.97,0.98
4779,8.22,24,54251.47,3108.67,9400.38,471.68,471.68,947.55,288,735.31,3.69,1,18.91,1.04,64.98,1.29,0.97,0.98
4780,6.21,18,41387.28,2664.94,8577.58,363.37,363.37,822.16,288,686.57,3.06,1,15.69,1.04,53.05,1.02,0.97,0.99
4781,4.18,12,25385.04,2093.52,7743.91,226.55,226.55,680.5,288,628.57,2.27,1,11.69,1.03,34.47,0.66,0.97,0.99
4782,2.12,6,3921.1,1368.97,6854.28,31.74,31.74,515.19,288,562.32,1.23,1,6.63,1.02,8.62,0.15,0.97,0.99
4783,3.13,9,8695.95,1435.83,7224.09,67.21,67.21,577.79,288,582.97,1.42,1,7.64,1.02,11.53,0.24,0.97,0.99
4784,4.15,12,14910.64,1619.51,7782.78,116.46,116.46,646.73,288,609.28,1.71,1,9.18,1.02,18.31,0.36,0.97,0.99
4785,5.16,15,22048.08,1926.42,8357.36,178.41,178.41,709.99,288,638.44,2.08,1,11.09,1.03,25.66,0.51,0.97,0.99
4786,6.15,18,30137.28,2303.29,8810.52,251.25,251.25,772.44,288,666.47,2.52,1,13.3,1.03,34.66,0.69,0.97,0.99
4787,7.18,21,39924.81,2691.03,9085.63,338.82,338.82,844.81,288,698.1,3.02,1,15.76,1.04,46.43,0.92,0.97,0.99
4788,8.22,24,54251.47,3108.67,9400.96,471.8,471.8,946.57,288,735.15,3.69,1,18.89,1.04,64.89,1.28,0.97,0.99
4789,6.21,18,41551.9,2673.53,8584.72,363.97,363.97,824.69,288,687.42,3.07,1,15.71,1.04,50.13,1.02,0.97,0.99
4790,4.18,12,25559.36,2102.37,7751.92,227.2,227.2,683.33,288,629.49,2.28,1,11.72,1.03,31.54,0.66,0.97,0.99
4791,2.12,6,4095.3,1377.82,6862.87,32.28,32.28,518.05,288,563.24,1.24,1,6.67,1.02,5.72,0.15,0.97,0.99
4792,3.13,9,8705.69,1436.08,7226.61,67.27,67.27,577.18,288,582.88,1.42,1,7.63,1.02,11.46,0.24,0.97,0.99
4793,4.15,12,14910.73,1619.51,7784.59,116.47,116.47,645.85,288,609.12,1.71,1,9.17,1.02,18.26,0.36,0.97,0.99
4794,5.16,15,22048.23,1926.42,8358.66,178.43,178.43,709.02,288,638.25,2.08,1,11.08,1.03,25.61,0.51,0.97,0.99
4795,6.15,18,30137.26,2303.29,8811.33,251.22,251.22,771.42,288,666.28,2.52,1,13.29,1.03,34.59,0.69,0.97,0.99
4796,7.18,21,39924.73,2691.02,9086.28,338.84,338.84,843.76,288,697.92,3.02,1,15.74,1.04,46.35,0.92,0.97,0.99
4797,8.22,24,54251.72,3108.67,9401.55,471.72,471.72,945.59,288,734.99,3.69,1,18.87,1.04,64.79,1.28,0.97,0.99
4798,6.21,18,41772.3,2680.59,8590.88,364.34,364.34,830.29,288,688.59,3.08,1,15.75,1.04,50.06,1.03,0.97,0.99
4799,4.18,12,25780.18,2109.42,7758.79,227.53,227.53,689.06,288,630.66,2.29,1,11.76,1.03,31.49,0.67,0.97,0.99
4800,2.12,6,4315.68,1384.87,6870.31,32.69,32.69,523.8,288,564.41,1.25,1,6.72,1.02,5.69,0.16,0.97,0.99
4801,3.13,9,8706.12,1436.08,7228.97,67.26,67.26,576.41,288,582.74,1.42,1,7.63,1.02,11.42,0.24,0.97,0.99
4802,4.15,12,14910.82,1619.51,7786.41,116.46,116.46,644.98,288,608.96,1.71,1,9.16,1.02,18.22,0.36,0.97,0.99
4803,5.16,15,22048.45,1926.42,8359.97,178.41,178.41,708.04,288,638.06,2.08,1,11.07,1.03,25.55,0.51,0.97,0.99
4804,6.15,18,30137.32,2303.29,8812.14,251.25,251.25,770.39,288,666.09,2.52,1,13.27,1.03,34.52,0.68,0.97,0.99
4805,7.18,21,39924.72,2691.02,9086.93,338.81,338.81,842.71,288,697.73,3.02,1,15.72,1.04,46.26,0.92,0.97,0.99
4806,8.22,24,54251.77,3108.67,9402.13,471.76,471.76,944.61,288,734.83,3.69,1,18.85,1.04,64.7,1.28,0.97,0.99
4807,6.21,18,42036.1,2685.64,8595.78,364.66,364.66,837.33,288,689.87,3.09,1,15.79,1.04,50,1.03,0.97,0.99
4808,4.18,12,26107.15,2115.89,7765.32,228.16,228.16,697.66,288,632.26,2.3,1,11.82,1.03,30.71,0.68,0.97,0.99
4809,2.12,6,4642.52,1391.34,6877.41,33.26,33.26,532.42,288,566.01,1.26,1,6.78,1.02,4.93,0.17,0.97,0.99
4810,3.13,9,8768.95,1437.5,7232.22,67.52,67.52,577.06,288,582.9,1.42,1,7.63,1.02,10.64,0.24,0.97,0.99
4811,4.15,12,14910.61,1619.52,7788.2,116.45,116.45,644.1,288,608.8,1.71,1,9.15,1.02,18.18,0.36,0.97,0.99
4812,5.16,15,22048.27,1926.41,8361.25,178.4,178.4,707.07,288,637.88,2.08,1,11.06,1.03,25.49,0.5,0.97,0.99
4813,6.15,18,30137.35,2303.28,8812.96,251.2,251.2,769.38,288,665.9,2.52,1,13.26,1.03,34.45,0.68,0.97,0.99
4814,7.18,21,39924.62,2691.01,9087.58,338.77,338.77,841.66,288,697.55,3.02,1,15.7,1.04,46.18,0.91,0.97,0.99
4815,8.22,24,54251.89,3108.67,9402.71,471.64,471.64,943.64,288,734.68,3.68,1,18.82,1.04,64.61,1.28,0.97,0.99
4816,6.21,18,42216.72,2687.33,8598.3,364.68,364.68,841.91,288,690.63,3.1,1,15.81,1.04,49.93,1.04,0.97,0.99
4817,4.18,12,26276.5,2117.32,7768.35,228.13,228.13,702.06,288,632.97,2.31,1,11.84,1.03,30.8,0.68,0.97,0.99
4818,2.12,6,4811.59,1392.77,6881.03,33.31,33.31,536.84,288,566.72,1.27,1,6.81,1.02,5.05,0.17,0.97,0.99
4819,3.13,9,8758.14,1437.24,7234.43,67.47,67.47,575.98,288,582.69,1.42,1,7.62,1.02,10.75,0.24,0.97,0.99
4820,4.15,12,14911.13,1619.52,7790.05,116.46,116.46,643.23,288,608.64,1.71,1,9.14,1.02,18.13,0.36,0.97,0.99
4821,5.16,15,22048.9,1926.41,8362.59,178.43,178.43,706.11,288,637.69,2.08,1,11.04,1.03,25.44,0.5,0.97,0.99
4822,6.15,18,30137.41,2303.28,8813.77,251.24,251.24,768.36,288,665.71,2.52,1,13.24,1.03,34.38,0.68,0.97,0.99
4823,7.18,21,39924.62,2691.01,9088.23,338.81,338.81,840.62,288,697.37,3.02,1,15.69,1.04,46.1,0.91,0.97,0.99
4824,8.22,24,54251.87,3108.67,9403.28,471.76,471.76,942.67,288,734.52,3.68,1,18.8,1.04,64.51,1.28,0.97,0.99
4825,6.21,18,42536.59,2687.9,8600.16,364.82,364.82,850.54,288,691.99,3.11,1,15.86,1.04,49.86,1.05,0.97,0.99
4826,4.18,12,26645.43,2118.85,7771.53,228.46,228.46,712.04,288,634.54,2.32,1,11.9,1.03,30.21,0.7,0.97,0.99
4827,2.12,6,5180.45,1394.3,6884.79,33.53,33.53,546.85,288,568.28,1.28,1,6.88,1.02,4.48,0.19,0.97,0.99
4828,3.13,9,8807.23,1438.2,7237.4,67.65,67.65,576.44,288,582.74,1.42,1,7.62,1.02,10.17,0.24,0.97,0.99
4829,4.15,12,14911.23,1619.52,7791.87,116.47,116.47,642.36,288,608.48,1.71,1,9.13,1.02,18.09,0.36,0.97,0.99
4830,5.16,15,22049.06,1926.4,8363.9,178.43,178.43,705.14,288,637.51,2.08,1,11.03,1.03,25.38,0.5,0.97,0.99
4831,6.15,18,30137.42,2303.27,8814.58,251.25,251.25,767.35,288,665.52,2.52,1,13.23,1.03,34.32,0.68,0.97,0.99
4832,7.18,21,39924.57,2691,9088.87,338.85,338.85,839.58,288,697.19,3.02,1,15.67,1.04,46.02,0.91,0.97,0.99
4833,8.22,24,54251.64,3108.67,9403.86,471.72,471.72,941.7,288,734.36,3.68,1,18.78,1.04,64.42,1.28,0.97,0.99
4834,6.21,18,42813.68,2686.8,8600.86,364.72,364.72,857.83,288,692.95,3.12,1,15.89,1.04,49.8,1.06,0.97,0.99
4835,4.18,12,26919.43,2117.66,7772.87,228.29,228.29,719.37,288,635.48,2.33,1,11.94,1.03,30.19,0.7,0.97,0.99
4836,2.12,6,5454.58,1393.1,6886.71,33.46,33.46,554.21,288,569.22,1.29,1,6.92,1.02,4.48,0.2,0.97,0.99
4837,3.13,9,8804.2,1438.11,7239.69,67.64,67.64,575.58,288,582.57,1.42,1,7.62,1.02,10.15,0.24,0.97,0.99
4838,4.15,12,14911.35,1619.52,7793.69,116.48,116.48,641.5,288,608.31,1.71,1,9.12,1.02,18.05,0.36,0.97,0.99
4839,5.16,15,22049.21,1926.4,8365.2,178.46,178.46,704.18,288,637.32,2.08,1,11.02,1.03,25.33,0.5,0.97,0.99
4840,6.15,18,30137.41,2303.27,8815.39,251.27,251.27,766.34,288,665.33,2.52,1,13.22,1.03,34.25,0.68,0.97,0.99
4841,7.18,21,39924.47,2691,9089.52,338.86,338.86,838.54,288,697.01,3.02,1,15.65,1.04,45.93,0.91,0.97,0.99
4842,8.22,24,54252.1,3108.67,9404.43,471.7,471.7,940.74,288,734.21,3.68,1,18.76,1.04,64.32,1.27,0.97,0.99
4843,6.21,18,42995.85,2685.07,8601.09,364.6,364.6,862.02,288,693.55,3.12,1,15.9,1.04,49.73,1.06,0.97,0.99
4844,4.18,12,27157.01,2116.81,7774.39,228.34,228.34,725.14,288,636.37,2.34,1,11.97,1.03,29.79,0.71,0.97,0.99
4845,2.12,6,5691.56,1392.26,6888.81,33.52,33.52,559.99,288,570.11,1.3,1,6.96,1.02,4.11,0.2,0.97,0.99
4846,3.13,9,8859.64,1438.99,7242.64,67.81,67.81,576.27,288,582.71,1.42,1,7.62,1.02,9.77,0.24,0.97,0.99
4847,4.15,12,14911.46,1619.52,7795.51,116.47,116.47,640.63,288,608.15,1.71,1,9.11,1.02,18,0.36,0.97,0.99
4848,5.16,15,22049.41,1926.39,8366.52,178.44,178.44,703.22,288,637.14,2.08,1,11.01,1.03,25.27,0.5,0.97,0.99
4849,6.15,18,30137.44,2303.27,8816.2,251.24,251.24,765.33,288,665.15,2.52,1,13.2,1.03,34.18,0.68,0.97,0.99
4850,7.18,21,39924.45,2690.99,9090.17,338.85,338.85,837.5,288,696.83,3.02,1,15.64,1.04,45.85,0.91,0.97,0.99
4851,8.22,24,54252.24,3108.67,9405.01,471.76,471.76,939.78,288,734.05,3.68,1,18.74,1.04,64.23,1.27,0.97,0.99
4852,6.21,18,43398.64,2679.86,8599.24,364.35,364.35,872.41,288,694.76,3.13,1,15.95,1.04,49.66,1.07,0.97,0.99
4853,4.18,12,27582.98,2111.94,7773.46,228.14,228.14,736.27,288,637.69,2.35,1,12.02,1.03,29.7,0.72,0.97,0.99
4854,2.12,6,6117.26,1387.38,6888.46,33.27,33.27,571.15,288,571.43,1.31,1,7.02,1.02,4.04,0.22,0.97,0.99
4855,3.13,9,8882.87,1439.32,7245.21,67.87,67.87,576.12,288,582.66,1.42,1,7.62,1.02,9.68,0.24,0.97,0.99
4856,4.15,12,14911.55,1619.52,7797.33,116.47,116.47,639.77,288,607.99,1.71,1,9.1,1.02,17.96,0.36,0.97,0.99
4857,5.16,15,22049.59,1926.39,8367.83,178.44,178.44,702.26,288,636.96,2.08,1,11,1.03,25.21,0.5,0.97,0.99
4858,6.15,18,30137.46,2303.26,8817.01,251.24,251.24,764.32,288,664.96,2.52,1,13.19,1.03,34.11,0.68,0.97,0.99
4859,7.18,21,39924.42,2690.99,9090.81,338.82,338.82,836.47,288,696.65,3.01,1,15.62,1.04,45.77,0.91,0.97,0.99
4860,8.22,24,54252.23,3108.67,9405.58,471.73,471.73,938.82,288,733.9,3.68,1,18.72,1.04,64.14,1.27,0.97,0.99
4861,6.21,18,43672.56,2668.4,8593.38,363.66,363.66,881.92,288,695.31,3.13,1,15.96,1.04,54.23,1.09,0.97,0.99
4862,4.18,12,27951.56,2101.68,7769.08,227.71,227.71,748.52,288,638.68,2.36,1,12.06,1.03,34.3,0.74,0.97,0.99
4863,2.12,6,6485.77,1377.13,6884.67,32.84,32.84,583.41,288,572.42,1.32,1,7.07,1.02,8.66,0.24,0.97,1
4864,3.13,9,8977.6,1440.53,7248.35,68.1,68.1,577.96,288,582.96,1.43,1,7.63,1.02,9.66,0.24,0.97,1
4865,4.15,12,14911.7,1619.52,7799.16,116.47,116.47,638.91,288,607.83,1.71,1,9.09,1.02,17.92,0.35,0.97,1
4866,5.16,15,22049.77,1926.39,8369.14,178.44,178.44,701.31,288,636.77,2.08,1,10.99,1.03,25.16,0.5,0.97,1
4867,6.15,18,30137.49,2303.26,8817.82,251.26,251.26,763.32,288,664.77,2.52,1,13.18,1.03,34.04,0.67,0.97,1
4868,7.18,21,39924.38,2690.98,9091.46,338.83,338.83,835.44,288,696.47,3.01,1,15.6,1.04,45.69,0.9,0.97,1
4869,8.22,24,54252.24,3108.67,9406.14,471.77,471.77,937.86,288,733.75,3.68,1,18.7,1.04,64.05,1.27,0.97,1
4870,6.21,18,43515.59,2662.3,8590.66,363.33,363.33,878.51,288,694.5,3.13,1,15.91,1.04,57.03,1.08,0.97,1
4871,4.18,12,27778.99,2095.38,7766.9,227.36,227.36,744.8,288,637.81,2.35,1,12.02,1.03,37.13,0.74,0.97,1
4872,2.12,6,6313.07,1370.82,6883.09,32.45,32.45,579.72,288,571.55,1.31,1,7.03,1.02,11.52,0.23,0.97,1
4873,3.13,9,8962.01,1440.32,7250.55,68.07,68.07,576.77,288,582.74,1.43,1,7.62,1.02,9.63,0.24,0.97,1
4874,4.15,12,14911.78,1619.52,7800.98,116.47,116.47,638.05,288,607.67,1.71,1,9.09,1.02,17.87,0.35,0.97,1
4875,5.16,15,22049.96,1926.38,8370.45,178.45,178.45,700.35,288,636.59,2.08,1,10.98,1.03,25.1,0.5,0.97,1
4876,6.15,18,30137.54,2303.25,8818.64,251.27,251.27,762.32,288,664.59,2.52,1,13.16,1.03,33.97,0.67,0.97,1
4877,7.18,21,39924.33,2690.98,9092.1,338.87,338.87,834.42,288,696.29,3.01,1,15.59,1.04,45.61,0.9,0.97,1
4878,8.22,24,54252.35,3108.67,9406.71,471.82,471.82,936.91,288,733.59,3.68,1,18.67,1.04,63.95,1.27,0.97,1
4879,6.21,18,43054.11,2656,8587.57,363.04,363.04,867.29,288,692.63,3.11,1,15.82,1.04,59.54,1.07,0.97,1
4880,4.18,12,27357.34,2089.5,7764.77,227.11,227.11,734.76,288,636.12,2.33,1,11.93,1.03,39.66,0.73,0.97,1
4881,2.12,6,5891.19,1364.94,6881.54,32.18,32.18,569.7,288,569.85,1.3,1,6.95,1.02,14.07,0.22,0.97,1
4882,3.13,9,9001.88,1440.74,7253.17,68.15,68.15,577.07,288,582.76,1.43,1,7.62,1.02,9.61,0.24,0.97,1
4883,4.15,12,14911.9,1619.52,7802.8,116.49,116.49,637.19,288,607.51,1.71,1,9.08,1.02,17.83,0.35,0.97,1
4884,5.16,15,22050.13,1926.38,8371.76,178.47,178.47,699.41,288,636.41,2.08,1,10.97,1.03,25.05,0.5,0.97,1
4885,6.15,18,30137.54,2303.25,8819.44,251.25,251.25,761.32,288,664.4,2.52,1,13.15,1.03,33.91,0.67,0.97,1
4886,7.18,21,39924.28,2690.97,9092.75,338.8,338.8,833.4,288,696.11,3.01,1,15.57,1.04,45.53,0.9,0.97,1
4887,8.22,24,54252.57,3108.67,9407.28,471.7,471.7,935.96,288,733.44,3.68,1,18.65,1.04,63.86,1.26,0.97,1
4888,6.21,18,42566.2,2653.29,8586.59,362.81,362.81,853.94,288,690.56,3.1,1,15.71,1.04,59.98,1.06,0.97,1
4889,4.18,12,26936.78,2087.45,7764.9,227.05,227.05,723.36,288,634.37,2.32,1,11.85,1.03,40.14,0.72,0.97,1
4890,2.12,6,5470.28,1362.9,6882.26,32.16,32.16,558.33,288,568.1,1.29,1,6.87,1.02,14.58,0.21,0.97,1
4891,3.13,9,9069.25,1441.41,7255.94,68.27,68.27,578.15,288,582.93,1.43,1,7.63,1.02,9.58,0.24,0.97,1
4892,4.15,12,14912,1619.52,7804.63,116.48,116.48,636.33,288,607.36,1.71,1,9.07,1.02,17.79,0.35,0.97,1
4893,5.16,15,22050.31,1926.37,8373.07,178.45,178.45,698.46,288,636.22,2.08,1,10.96,1.03,24.99,0.49,0.97,1
4894,6.15,18,30137.6,2303.25,8820.26,251.26,251.26,760.33,288,664.22,2.51,1,13.13,1.03,33.84,0.67,0.97,1
4895,7.18,21,39924.24,2690.97,9093.39,338.83,338.83,832.38,288,695.93,3.01,1,15.55,1.04,45.44,0.9,0.97,1
4896,8.22,24,54252.82,3108.67,9407.84,471.8,471.8,935.01,288,733.29,3.68,1,18.63,1.04,63.77,1.26,0.97,1
4897,6.21,18,41879.08,2653.65,8587.23,362.89,362.89,832.93,288,687.37,3.07,1,15.57,1.04,58.64,1.03,0.97,1
4898,4.18,12,26253.67,2087.82,7766.26,227.12,227.12,702.57,288,631.2,2.3,1,11.71,1.03,38.83,0.69,0.97,1
4899,2.12,6,4786.81,1363.27,6884.21,32.18,32.18,537.55,288,564.92,1.26,1,6.74,1.02,13.29,0.18,0.97,1
4900,3.13,9,9073.34,1441.41,7258.32,68.27,68.27,577.48,288,582.79,1.43,1,7.62,1.02,9.56,0.24,0.97,1
4901,4.15,12,14912.18,1619.52,7806.46,116.48,116.48,635.48,288,607.2,1.71,1,9.06,1.02,17.74,0.35,0.97,1
4902,5.16,15,22050.58,1926.37,8374.39,178.47,178.47,697.51,288,636.04,2.08,1,10.94,1.03,24.94,0.49,0.97,1
4903,6.15,18,30137.69,2303.25,8821.07,251.29,251.29,759.34,288,664.03,2.51,1,13.12,1.03,33.77,0.67,0.97,1
4904,7.18,21,39924.22,2690.97,9094.04,338.83,338.83,831.36,288,695.76,3.01,1,15.54,1.04,45.36,0.9,0.97,1
4905,8.22,24,54252.78,3108.67,9408.4,471.78,471.78,934.06,288,733.14,3.68,1,18.61,1.04,63.68,1.26,0.97,1
4906,6.21,18,41579.17,2656.32,8589.73,363.01,363.01,821.25,288,685.63,3.06,1,15.49,1.04,56.7,1.02,0.97,1
4907,4.18,12,26102.29,2091.43,7770.03,227.44,227.44,694.91,288,630.13,2.29,1,11.66,1.03,36.92,0.68,0.97,1
4908,2.12,6,4635.37,1366.88,6888.58,32.5,32.5,529.92,288,563.85,1.26,1,6.7,1.02,11.4,0.18,0.97,1
4909,3.13,9,9221.86,1442.36,7261.25,68.46,68.46,580.62,288,583.31,1.44,1,7.64,1.02,9.53,0.25,0.97,1
4910,4.15,12,14912.18,1619.53,7808.28,116.49,116.49,634.63,288,607.04,1.71,1,9.05,1.02,17.7,0.35,0.97,1
4911,5.16,15,22050.6,1926.37,8375.7,178.45,178.45,696.57,288,635.86,2.08,1,10.93,1.03,24.88,0.49,0.97,1
4912,6.15,18,30137.61,2303.24,8821.88,251.25,251.25,758.35,288,663.85,2.51,1,13.11,1.03,33.7,0.67,0.97,1
4913,7.18,21,39924.15,2690.96,9094.68,338.85,338.85,830.35,288,695.58,3.01,1,15.52,1.04,45.28,0.9,0.97,1
4914,8.22,24,54252.67,3108.67,9408.96,471.81,471.81,933.12,288,732.99,3.68,1,18.59,1.04,63.59,1.26,0.97,1
4915,6.21,18,42874.43,2660.92,8573.47,363.33,363.33,864.87,288,692.64,3.11,1,15.77,1.04,57.75,1.06,0.97,0.99
4916,4.18,12,26937.3,2081.85,7722.88,225.08,225.08,736.2,288,636.12,2.32,1,11.91,1.03,44.09,0.73,0.97,0.98
4917,2.12,6,5469.48,1357.28,6819.14,30.14,30.14,578,288,571.04,1.28,1,7.01,1.02,18.88,0.23,0.97,0.98
4918,3.13,9,8759.99,1428.16,7191.12,65.82,65.82,591.56,288,584.65,1.42,1,7.73,1.02,16.24,0.26,0.97,0.98
4919,4.15,12,14909.13,1619.5,7761.06,116.45,116.45,656.05,288,610.85,1.71,1,9.28,1.02,18.77,0.37,0.97,0.98
4920,5.16,15,22037.25,1926.19,8341.32,178.32,178.32,720.34,288,640.26,2.09,1,11.22,1.03,26.26,0.52,0.97,0.98
4921,6.15,18,30128.8,2303.05,8800.45,251.18,251.18,783.28,288,668.3,2.52,1,13.46,1.03,35.4,0.7,0.97,0.98
4922,7.18,21,39916.31,2690.75,9077.5,338.75,338.75,855.91,288,699.86,3.03,1,15.95,1.04,47.32,0.94,0.97,0.98
4923,8.22,24,54249.32,3108.61,9393.77,471.69,471.69,956.7,288,736.62,3.7,1,19.13,1.04,65.87,1.3,0.97,0.98
4924,6.21,18,42554.72,2658.38,8561.48,363.01,363.01,871.81,288,693.66,3.11,1,16.12,1.04,60.12,1.09,0.97,0.98
4925,4.18,12,26589.71,2079.85,7715.64,224.9,224.9,733.37,288,635.72,2.32,1,12.07,1.03,45.36,0.73,0.97,0.98
4926,2.12,6,5128.62,1355.3,6819.96,30.09,30.09,568.01,288,569.5,1.27,1,6.94,1.02,19.31,0.22,0.97,0.98
4927,3.13,9,8731.68,1428.66,7193.76,65.9,65.9,589.66,288,584.37,1.42,1,7.72,1.02,15.91,0.25,0.97,0.98
4928,4.15,12,14909.24,1619.5,7762.86,116.45,116.45,655.14,288,610.69,1.71,1,9.27,1.02,18.73,0.37,0.97,0.98
4929,5.16,15,22037.44,1926.19,8342.62,178.31,178.31,719.34,288,640.07,2.09,1,11.2,1.03,26.2,0.52,0.97,0.98
4930,6.15,18,30128.78,2303.06,8801.27,251.16,251.16,782.22,288,668.1,2.52,1,13.44,1.03,35.33,0.7,0.97,0.98
4931,7.18,21,39916.55,2690.76,9078.14,338.72,338.72,854.83,288,699.66,3.03,1,15.93,1.04,47.23,0.94,0.97,0.98
4932,8.22,24,54249.56,3108.62,9394.35,471.66,471.66,955.7,288,736.45,3.7,1,19.11,1.04,65.79,1.3,0.97,0.98
4933,6.21,18,41834.28,2658.95,8562.12,363.01,363.01,848.42,288,690.22,3.09,1,15.96,1.04,58.53,1.06,0.97,0.98
4934,4.18,12,25810.15,2081.6,7717.76,225.12,225.12,707.73,288,632.02,2.29,1,11.9,1.03,43.05,0.7,0.97,0.98
4935,2.12,6,4348.99,1357.05,6822.64,30.33,30.33,542.4,288,565.81,1.25,1,6.79,1.02,17,0.19,0.97,0.98
4936,3.13,9,8672.96,1429.86,7196.88,66.12,66.12,586.5,288,583.95,1.42,1,7.7,1.02,15.12,0.25,0.97,0.98
4937,4.15,12,14909.36,1619.5,7764.67,116.44,116.44,654.25,288,610.52,1.71,1,9.26,1.02,18.68,0.37,0.97,0.98
4938,5.16,15,22037.68,1926.2,8343.92,178.31,178.31,718.33,288,639.88,2.08,1,11.19,1.03,26.15,0.52,0.97,0.98
4939,6.15,18,30128.82,2303.07,8802.08,251.17,251.17,781.17,288,667.91,2.52,1,13.43,1.03,35.26,0.7,0.97,0.98
4940,7.18,21,39916.77,2690.78,9078.79,338.76,338.76,853.75,288,699.47,3.02,1,15.91,1.04,47.15,0.93,0.97,0.98
4941,8.22,24,54250.16,3108.63,9394.94,471.81,471.81,954.7,288,736.29,3.7,1,19.09,1.04,65.7,1.3,0.97,0.98
4942,6.21,18,41546.88,2662.7,8565.33,363.36,363.36,835.79,288,688.49,3.08,1,15.88,1.04,55.77,1.04,0.97,0.98
4943,4.18,12,25501.31,2086.33,7722.3,225.62,225.62,694.13,288,630.22,2.28,1,11.82,1.03,39.72,0.68,0.97,0.98
4944,2.12,6,4039.63,1361.79,6827.75,30.71,30.71,528.82,288,564,1.24,1,6.71,1.02,13.7,0.17,0.97,0.98
4945,3.13,9,8651.76,1430.85,7199.85,66.29,66.29,584.6,288,583.71,1.42,1,7.69,1.02,14.5,0.25,0.97,0.98
4946,4.15,12,14909.47,1619.5,7766.47,116.44,116.44,653.35,288,610.36,1.71,1,9.25,1.02,18.64,0.37,0.97,0.98
4947,5.16,15,22037.99,1926.21,8345.23,178.31,178.31,717.34,288,639.69,2.08,1,11.18,1.03,26.09,0.52,0.97,0.98
4948,6.15,18,30128.95,2303.08,8802.91,251.12,251.12,780.12,288,667.71,2.52,1,13.41,1.03,35.18,0.7,0.97,0.98
4949,7.18,21,39916.78,2690.8,9079.45,338.71,338.71,852.67,288,699.28,3.02,1,15.89,1.04,47.06,0.93,0.97,0.98
4950,8.22,24,54250.14,3108.64,9395.53,471.73,471.73,953.69,288,736.12,3.7,1,19.07,1.04,65.6,1.3,0.97,0.98
4951,6.21,18,41500.9,2668.32,8570.12,363.64,363.64,830.43,288,688.06,3.07,1,15.85,1.04,52.38,1.03,0.97,0.98
4952,4.18,12,25449,2092.41,7728.09,225.99,225.99,688.47,288,629.77,2.28,1,11.8,1.03,36.09,0.67,0.97,0.98
4953,2.12,6,3987.17,1367.86,6834.1,31.1,31.1,523.19,288,563.56,1.23,1,6.69,1.02,10.09,0.16,0.97,0.98
4954,3.13,9,8645.5,1431.31,7202.5,66.38,66.38,583.38,288,583.54,1.42,1,7.68,1.02,14.2,0.25,0.97,0.98
4955,4.15,12,14909.59,1619.5,7768.28,116.46,116.46,652.46,288,610.2,1.71,1,9.24,1.02,18.59,0.37,0.97,0.98
4956,5.16,15,22038.41,1926.22,8346.54,178.32,178.32,716.34,288,639.5,2.08,1,11.17,1.03,26.03,0.52,0.97,0.98
4957,6.15,18,30129.16,2303.09,8803.73,251.14,251.14,779.07,288,667.52,2.52,1,13.4,1.03,35.11,0.7,0.97,0.98
4958,7.18,21,39917.02,2690.81,9080.11,338.7,338.7,851.59,288,699.1,3.02,1,15.88,1.04,46.98,0.93,0.97,0.98
4959,8.22,24,54250.46,3108.64,9396.13,471.64,471.64,952.69,288,735.96,3.69,1,19.04,1.04,65.51,1.3,0.97,0.98
4960,6.21,18,41725.9,2678.63,8578.44,364.14,364.14,835.2,288,689.24,3.08,1,15.88,1.04,50.73,1.04,0.97,0.98
